scenario_id,num_closed_nodes,closed_node_ids,delta_vht_proxy,connectivity_loss_pct,disconnected_od_pct,disruption_score
scenario_0309,2,39_0160;39_0209,0.0,1.4156902977346952e-05,0.0,0.0
scenario_0310,4,39_0203;4_0221;4_0263;55_6354,0.045694464327809096,0.0009338411978379035,0.0,0.04573713570111154
scenario_0311,6,20_0206;31_0122;39_5003;39_A804;4_0218;8_0259,0.0,0.0006741456681810254,0.0,0.0
scenario_0312,4,55_0117;55_0118;55_0124;55_0263,0.0,1.283197620627341e-05,0.0,0.0
scenario_0313,2,26_0122;26_0223,0.0,1.229001053870693e-05,0.0,0.0
scenario_0314,3,12_0102;12_0104;12_0112,0.0,2.348537547303131e-05,0.0,0.0
scenario_0315,2,48_AA01;4_AA02,0.0,0.00401397097274625,0.0,0.0
scenario_0316,5,8_0221;8_0501;8_0506;8_0560;8_0811,0.0,2.8179326482802303e-05,0.0,0.0
scenario_0317,2,4_0118;4_0261,0.0,2.3734366337846424e-05,0.0,0.0
scenario_0318,1,37_A964,0.0,0.0003361799465014803,0.0,0.0
scenario_0319,3,5_0115;5_0117;5_0119,0.0,1.376454057300247e-05,0.0,0.0
scenario_0320,4,26_0118;26_0215;26_0222;26_0903,0.0,3.4937287136771467e-05,0.0,0.0
scenario_0321,3,49_D449;4_0213;8_A451,0.0,0.0008940317829259081,0.0,0.0
scenario_0322,1,49_C443,0.0,0.00043331575764682384,0.0,0.0
scenario_0323,5,26_0114;26_0116;26_0118;26_0216;26_0602,0.0,2.2602503674917784e-05,0.0,0.0
scenario_0324,2,10_0159;10_0208,0.0,6.241355998137799e-06,0.0,0.0
scenario_0325,1,53_0202,0.0,5.924722539130123e-06,0.0,0.0
scenario_0326,2,4_0123;4_0602,0.0,9.863176855140487e-06,0.0,0.0
scenario_0327,5,32_0105;4_0260;5_0216;6_0201;6_0205,2717880800.069916,0.00010015438049804093,0.05181215011324276,2858972255.7408366
scenario_0328,5,20_0102;20_0112;20_0160;20_0209;20_0259,0.0,2.5257401896294773e-05,0.0,0.0
scenario_0329,5,20_0104;20_0109;20_0112;20_0160;20_0161,0.0,2.34513127981284e-05,0.0,0.0
scenario_0330,1,39_0262,0.0,8.101043419750376e-06,0.0,0.0
scenario_0331,1,4_0260,0.0,2.2995376591339323e-05,0.0,0.0
scenario_0332,1,48_1178,0.0,0.00018394943378285955,0.0,0.0
scenario_0333,5,20_0110;32_AA01;32_AA60;39_0207;8_A415,6669151360.765691,0.0032996634998275765,0.1340317499999558,7585035343.983647
scenario_0334,1,55_0116,0.0,2.9506964053238605e-06,0.0,0.0
scenario_0335,5,26_0121;26_0214;26_0218;26_0602;26_0903,0.0,4.430836119317938e-05,0.0,0.0
scenario_0336,1,48_5026,0.0,0.00018975035106660876,0.0,0.0
scenario_0337,2,12_0110;30_0116,0.0,9.789536521753739e-06,0.0,0.0
scenario_0338,5,49_E445;49_E456;49_E458;49_E459;49_E461,0.0,0.001326093312776,0.0,0.0
scenario_0339,5,10_0202;10_0204;10_0205;10_0206;10_0208,0.0,1.9323697015960484e-05,0.0,0.0
scenario_0340,3,48_0117;48_AA02;51_5010,840048459.7182287,0.0020496750903138405,0.03034347785767714,867260277.9576056
scenario_0341,3,39_0103;39_0110;39_0159,0.0,1.8683357897009145e-05,0.0,0.0
scenario_0342,3,39_0201;39_0202;39_0206,447.7767014813651,1.399641657129358e-05,0.0,447.78296875060994
scenario_0343,1,55_6355,0.0,0.0008650110782802978,0.0,0.0
scenario_0344,4,48_0118;48_0120;48_0162;48_0802,1680649901.156741,2.522479786448706e-05,0.06068695571535429,1782685821.335292
scenario_0345,3,29_AA03;29_AA62;29_AA63,0.0,0.0027132128802018762,0.0,0.0
scenario_0346,5,55_0216;55_0220;55_0222;55_0223;55_0266,0.0,1.9896101319250015e-05,0.0,0.0
scenario_0347,3,48_0901;48_0902;48_0903,10922325302.920813,3.059803334792832e-05,0.39446521214980285,15231136872.380487
scenario_0348,6,20_0211;26_0259;32_AA02;37_0208;49_7086;4_0223,3590054385.593695,0.002699060626438654,0.07360751880038768,3863999155.7146273
scenario_0349,3,19_0217;6_0206;6_0210,0.0,6.383353033223571e-05,0.0,0.0
scenario_0350,2,49_C448;49_C451,0.0,0.0008666315152937587,0.0,0.0
scenario_0351,2,51_0122;51_0124,0.0,9.246328296796946e-06,0.0,0.0
scenario_0352,4,20_0110;20_0161;20_0201;20_0204,0.0,2.8479936009628837e-05,0.0,0.0
scenario_0353,3,32_0107;32_0203;32_0210,2374052625.9718075,1.0584855494211176e-05,0.045292976855523144,2481605665.6177244
scenario_0354,5,51_0113;51_0116;51_0120;51_0121;51_0123,0.0,2.1961754304355985e-05,0.0,0.0
scenario_0355,1,22_3056,0.0,0.0,0.0,0.0
scenario_0356,2,20_0163;20_0211,0.0,9.29231148116827e-06,0.0,0.0
scenario_0357,2,30_0806;53_0207,0.0,5.979913099918299e-06,0.0,0.0
scenario_0358,2,48_0118;48_0167,1680475688.4164512,1.6193324604785175e-05,0.06068695571535429,1782485854.5884228
scenario_0359,6,39_0903;4_0267;4_BA60;55_0117;5_0213;8_0218,0.0,0.0037218093943317543,0.0,0.0
scenario_0360,3,38_0219;38_0220;38_0223,0.0,2.2164546806813235e-05,0.0,0.0
scenario_0361,4,26_0221;28_0805;55_0219;5_0214,0.0,3.1758212830634847e-05,0.0,0.0
scenario_0362,3,22_0113;22_0117;22_0122,0.0,6.352642448748114e-06,0.0,0.0
scenario_0363,5,4_0113;4_0121;4_0162;4_0903;4_A901,0.0,0.00016108418514448886,0.0,0.0
scenario_0364,3,41_AA03;41_AA59;41_AA60,0.0,0.0011321363731549017,0.0,0.0
scenario_0365,2,27_2023;27_3012,0.0,0.00396120381149756,0.0,0.0
scenario_0366,4,27_3007;4_0266;4_BA03;6_0209,0.0,0.006307286116393196,0.0,0.0
scenario_0367,1,20_0107,0.0,1.8682862301666603e-06,0.0,0.0
scenario_0368,3,40_0114;5_0220;6_0207,0.0,4.8984015998843056e-05,0.0,0.0
scenario_0369,2,10_0206;10_0260,0.0,7.729172706749665e-06,0.0,0.0
scenario_0370,3,26_0120;26_0217;26_0222,0.0,2.7089402077851155e-05,0.0,0.0
scenario_0371,6,32_0208;35_0103;38_0224;48_0115;4_BA01;6_0201,839955741.6255744,0.003693493220903288,0.03034347785767714,868545290.9105718
scenario_0372,1,51_0122,0.0,4.623524074931495e-06,0.0,0.0
scenario_0373,1,29_AA62,0.0,0.0009044042934006624,0.0,0.0
scenario_0374,4,19_0215;4_0214;4_BA60;56_B330,0.0,0.003736391749017187,0.0,0.0
scenario_0375,2,37_0205;37_0903,0.0,8.86132473754131e-06,0.0,0.0
scenario_0376,5,35_0101;35_0102;35_0103;35_0105;35_0109,0.0,1.2811908255638826e-05,0.0,0.0
scenario_0377,3,19_0103;19_0105;19_0109,0.0,4.184159666964504e-06,0.0,0.0
scenario_0378,4,38_0214;38_0220;38_0260;38_0261,0.0,2.9551827119278506e-05,0.0,0.0
scenario_0379,3,32_AA61;40_4166;49_C441,3334374325.7903314,0.0036075830798373287,0.0670158749999779,3569859371.2101974
scenario_0380,2,49_D430;49_D443,0.0,0.0010349975697546698,0.0,0.0
scenario_0381,1,39_0107,0.0,6.8072405068342334e-06,0.0,0.0
scenario_0382,5,49_7086;49_D410;49_D430;49_D441;49_D451,255916093.0193745,0.00317501796673636,0.006591643800409785,258415538.94066423
scenario_0383,4,19_0215;19_0216;19_0221;19_0223,0.0,4.4866878166516244e-05,0.0,0.0
scenario_0384,5,56_7775;56_B310;56_B330;56_B350;56_B360,2199582.111467336,0.0002695932761450637,0.0,2200175.1040149163
scenario_0385,4,1_0103;1_0111;1_0605;1_0661,470547244.80159926,1.957109616212982e-05,0.01519074240983836,477704415.9144163
scenario_0386,4,39_0106;48_0167;4_0263;5_0221,840368647.6176114,6.637541276932613e-05,0.03034347785767714,865924134.8847464
scenario_0387,3,49_C430;4_0264;55_0263,0.0,0.0006843195441031957,0.0,0.0
scenario_0388,5,35_0105;35_0108;35_0502;35_0802;35_0902,0.0,2.0344160256868804e-05,0.0,0.0
scenario_0389,4,51_0113;51_0114;51_0116;51_0121,0.0,1.7338593787608048e-05,0.0,0.0
scenario_0390,2,53_A809;53_A810,0.0,0.006896679145396267,0.0,0.0
scenario_0391,2,32_AA03;32_AA60,6668937770.955067,0.002835831630331409,0.1340317499999558,7581699155.708564
scenario_0392,5,10_0103;40_4166;49_E452;4_0218;6_0208,0.0,0.002044936735905667,0.0,0.0
scenario_0393,4,55_0219;55_C902;55_C903;55_C960,0.0,0.0013533157068364998,0.0,0.0
scenario_0394,4,35_0109;35_0503;35_0507;35_0509,0.0,2.371546623547438e-05,0.0,0.0
scenario_0395,5,49_7082;49_C444;49_C447;49_C450;49_C451,305608614.31429857,0.003488811492423083,0.007883968168509255,309084233.7473779
scenario_0396,2,49_C430;49_C440,0.0,0.0010832893941171706,0.0,0.0
scenario_0397,3,19_0220;19_0221;19_0259,0.0,3.365020609624736e-05,0.0,0.0
scenario_0398,5,4_0116;4_0119;4_0123;4_0502;4_0603,0.0,1.768789029366058e-05,0.0,0.0
scenario_0399,2,4_0268;5_0224,0.0,5.170193911852028e-05,0.0,0.0
scenario_0400,2,40_4086;40_4154,0.0,0.0009744454259315027,0.0,0.0
scenario_0401,2,38_0222;38_0263,0.0,1.47755100528002e-05,0.0,0.0
scenario_0402,5,55_0113;55_0118;55_0120;55_0121;55_0122,0.0,1.475895680158601e-05,0.0,0.0
