node_id,number_of_years_in_panel,number_of_years_with_monthlyagg_missing,number_of_years_with_all_monthlyagg_missing,has_MERRA_ID_mapping,MERRA_ID,percent_missing
27_0505,37,0,0,True,152777,0.0
27_0506,37,0,0,True,152777,0.0
27_0507,37,0,0,True,152777,0.0
27_0508,37,0,0,True,152777,0.0
27_0509,37,0,0,True,152777,0.0
27_0559,37,0,0,True,152777,0.0
27_0560,37,0,0,True,152777,0.0
27_0561,37,0,0,True,152777,0.0
27_0701,37,0,0,True,152198,0.0
27_0702,37,0,0,True,151623,0.0
27_0703,37,0,0,True,151623,0.0
27_0704,37,0,0,True,151623,0.0
27_0705,37,0,0,True,151623,0.0
27_0706,37,0,0,True,151623,0.0
27_0707,37,0,0,True,151623,0.0
27_0708,37,0,0,True,151623,0.0
27_0709,37,0,0,True,151623,0.0
27_0759,37,0,0,True,151623,0.0
27_0901,37,0,0,True,149323,0.0
27_0902,37,0,0,True,149323,0.0
27_0903,37,0,0,True,149323,0.0
27_0909,37,0,0,True,149323,0.0
27_0910,37,0,0,True,149323,0.0
