broad_treatment_group,count,breakdown,treatment_label,event_year,state_name,functional_class
patching,1,broad_treatment_group + treatment_label,"Grinding Surface, Full Depth Patching of PCC Pavement Other Than at Joint, Partial depth patching of PCC pavements at joints",,,
patching,1,broad_treatment_group + treatment_label,"Grinding Surface, Full Depth Transverse Joint Repair Patch",,,
patching,1,broad_treatment_group + treatment_label,"Grinding Surface, Full Depth Transverse Joint Repair Patch, Full Depth Patching of PCC Pavement Other Than at Joint, Partial depth patching of PCC pavements at joints, Partial Depth Patching of PCC Pavement Other Than at Joint",,,
patching,2,broad_treatment_group + treatment_label,"Grinding Surface, Full Depth Transverse Joint Repair Patch, Joint Load Transfer Restoration in PCC Pavements",,,
patching,1,broad_treatment_group + treatment_label,"Grinding Surface, Manual Premix Spot Patch (hand spreading and compacting with roller)",,,
patching,2,broad_treatment_group + treatment_label,"Grinding Surface, Partial depth patching of PCC pavements at joints",,,
patching,1,broad_treatment_group + treatment_label,"Grinding Surface, Partial depth patching of PCC pavements at joints, PCC Slab Replacement",,,
patching,5,broad_treatment_group + treatment_label,"Grinding Surface, Partial depth patching of PCC pavements at joints, Partial Depth Patching of PCC Pavement Other Than at Joint",,,
patching,2,broad_treatment_group + treatment_label,"Grinding Surface, Patch Pot Holes - Hand Spread, Compacted with Truck",,,
patching,2,broad_treatment_group + treatment_label,"Grinding Surface, Patch Pot Holes - Hand Spread, Compacted with Truck, Full Depth Transverse Joint Repair Patch, Joint Load Transfer Restoration in PCC Pavements",,,
patching,2,broad_treatment_group + treatment_label,"Grinding Surface, Patch Pot Holes - Hand Spread, Compacted with Truck, Joint Load Transfer Restoration in PCC Pavements",,,
patching,1,broad_treatment_group + treatment_label,"Longitudinal Subdrains, Full Depth Transverse Joint Repair Patch, Joint Load Transfer Restoration in PCC Pavements, Partial Depth Patching of PCC Pavement Other Than at Joint",,,
patching,1,broad_treatment_group + treatment_label,"Longitudinal Subdrains, Joint Load Transfer Restoration in PCC Pavements, Partial depth patching of PCC pavements at joints",,,
patching,29,broad_treatment_group + treatment_label,Machine Premix Patch (placing premix with paver roller),,,
patching,1,broad_treatment_group + treatment_label,"Machine Premix Patch (placing premix with paver roller), Full Depth Patch of AC Pavement (removing damaged material, repairing supporting material, and repairing)",,,
patching,1,broad_treatment_group + treatment_label,"Machine Premix Patch (placing premix with paver roller), Patch Pot Holes - Hand Spread, Compacted with Truck",,,
patching,1,broad_treatment_group + treatment_label,"Machine Premix Patch (placing premix with paver roller), Strip Patching (using spreader and distributor to apply hot liquid asphalt and aggregate)",,,
patching,136,broad_treatment_group + treatment_label,Manual Premix Spot Patch (hand spreading and compacting with roller),,,
patching,1,broad_treatment_group + treatment_label,"Manual Premix Spot Patch (hand spreading and compacting with roller), Full Depth Patch of AC Pavement (removing damaged material, repairing supporting material, and repairing)",,,
patching,1,broad_treatment_group + treatment_label,"Manual Premix Spot Patch (hand spreading and compacting with roller), Machine Premix Patch (placing premix with paver roller)",,,
patching,6,broad_treatment_group + treatment_label,"Manual Premix Spot Patch (hand spreading and compacting with roller), Patch Pot Holes - Hand Spread, Compacted with Truck",,,
patching,18,broad_treatment_group + treatment_label,Mechanical Premix Patch (using motor grader and roller),,,
patching,1,broad_treatment_group + treatment_label,"Mechanical Premix Patch (using motor grader and roller), Full Depth Patch of AC Pavement (removing damaged material, repairing supporting material, and repairing), Patch Pot Holes - Hand Spread, Compacted with Truck",,,
patching,137,broad_treatment_group + treatment_label,Partial Depth Patching of PCC Pavement Other Than at Joint,,,
patching,4,broad_treatment_group + treatment_label,"Partial Depth Patching of PCC Pavement Other Than at Joint, PCC Slab Replacement",,,
patching,243,broad_treatment_group + treatment_label,Partial depth patching of PCC pavements at joints,,,
patching,3,broad_treatment_group + treatment_label,"Partial depth patching of PCC pavements at joints, PCC Slab Replacement",,,
patching,56,broad_treatment_group + treatment_label,"Partial depth patching of PCC pavements at joints, Partial Depth Patching of PCC Pavement Other Than at Joint",,,
patching,394,broad_treatment_group + treatment_label,"Patch Pot Holes - Hand Spread, Compacted with Truck",,,
patching,1,broad_treatment_group + treatment_label,"Patch Pot Holes - Hand Spread, Compacted with Truck, Full Depth Transverse Joint Repair Patch",,,
patching,1,broad_treatment_group + treatment_label,"Patch Pot Holes - Hand Spread, Compacted with Truck, Full Depth Transverse Joint Repair Patch, Full Depth Patching of PCC Pavement Other Than at Joint",,,
patching,1,broad_treatment_group + treatment_label,"Patch Pot Holes - Hand Spread, Compacted with Truck, Skin Patching (hand tools/hot pot to apply liquid asphalt and aggregate)",,,
patching,1,broad_treatment_group + treatment_label,"Patch Pot Holes - Hand Spread, Compacted with Truck, Strip Patching (using spreader and distributor to apply hot liquid asphalt and aggregate)",,,
patching,1,broad_treatment_group + treatment_label,"Pressure Grout Subsealing, Longitudinal Subdrains, Full Depth Transverse Joint Repair Patch",,,
patching,211,broad_treatment_group + treatment_label,Skin Patching (hand tools/hot pot to apply liquid asphalt and aggregate),,,
patching,1,broad_treatment_group + treatment_label,"Skin Patching (hand tools/hot pot to apply liquid asphalt and aggregate), Full Depth Patching of PCC Pavement Other Than at Joint",,,
patching,1,broad_treatment_group + treatment_label,"Skin Patching (hand tools/hot pot to apply liquid asphalt and aggregate), Partial Depth Patching of PCC Pavement Other Than at Joint",,,
patching,45,broad_treatment_group + treatment_label,Strip Patching (using spreader and distributor to apply hot liquid asphalt and aggregate),,,
reconstruction_or_major_rehab,1,broad_treatment_group + treatment_label,Asphalt Subsealing,,,
reconstruction_or_major_rehab,5,broad_treatment_group + treatment_label,Fracture Treatment of PCC Pavement as Base for New AC Surface,,,
reconstruction_or_major_rehab,6,broad_treatment_group + treatment_label,Joint Load Transfer Restoration in PCC Pavements,,,
reconstruction_or_major_rehab,17,broad_treatment_group + treatment_label,Longitudinal Subdrains,,,
reconstruction_or_major_rehab,6,broad_treatment_group + treatment_label,"Longitudinal Subdrains, Fracture Treatment of PCC Pavement as Base for New AC Surface",,,
reconstruction_or_major_rehab,28,broad_treatment_group + treatment_label,PCC Slab Replacement,,,
reconstruction_or_major_rehab,1,broad_treatment_group + treatment_label,Pressure Grout Subsealing,,,
reconstruction_or_major_rehab,2,broad_treatment_group + treatment_label,"Pressure Grout Subsealing, Longitudinal Subdrains",,,
seal_coat,1,broad_treatment_group + treatment_label,"AC Shoulder Restoration, Surface Treatment, Single Layer, Aggregate Seal Coat",,,
seal_coat,282,broad_treatment_group + treatment_label,Aggregate Seal Coat,,,
seal_coat,53,broad_treatment_group + treatment_label,Fog Seal Coat,,,
seal_coat,1,broad_treatment_group + treatment_label,"Grinding Surface, Surface Treatment, Single Layer",,,
seal_coat,2,broad_treatment_group + treatment_label,"Manual Premix Spot Patch (hand spreading and compacting with roller), Aggregate Seal Coat",,,
seal_coat,1,broad_treatment_group + treatment_label,"Mechanical Premix Patch (using motor grader and roller), Aggregate Seal Coat",,,
seal_coat,2,broad_treatment_group + treatment_label,"Patch Pot Holes - Hand Spread, Compacted with Truck, Fog Seal Coat",,,
seal_coat,2,broad_treatment_group + treatment_label,"Patch Pot Holes - Hand Spread, Compacted with Truck, Surface Treatment, Single Layer",,,
seal_coat,9,broad_treatment_group + treatment_label,Sand Seal Coat,,,
seal_coat,1,broad_treatment_group + treatment_label,"Skin Patching (hand tools/hot pot to apply liquid asphalt and aggregate), Slurry Seal Coat",,,
seal_coat,112,broad_treatment_group + treatment_label,Slurry Seal Coat,,,
seal_coat,1,broad_treatment_group + treatment_label,"Slurry Seal Coat, Heater Scarification, Surface Recycled Asphalt Concrete",,,
seal_coat,1,broad_treatment_group + treatment_label,"Strip Patching (using spreader and distributor to apply hot liquid asphalt and aggregate), Aggregate Seal Coat",,,
seal_coat,2,broad_treatment_group + treatment_label,"Strip Patching (using spreader and distributor to apply hot liquid asphalt and aggregate), Slurry Seal Coat",,,
seal_coat,8,broad_treatment_group + treatment_label,"Surface Treatment, Double Layer",,,
seal_coat,39,broad_treatment_group + treatment_label,"Surface Treatment, Single Layer",,,
seal_coat,1,broad_treatment_group + treatment_label,"Surface Treatment, Single Layer, Slurry Seal Coat",,,
seal_coat,1,broad_treatment_group + treatment_label,Tack Coat,,,
shoulder_restoration,23,broad_treatment_group + treatment_label,AC Shoulder Replacement,,,
shoulder_restoration,88,broad_treatment_group + treatment_label,AC Shoulder Restoration,,,
shoulder_restoration,1,broad_treatment_group + treatment_label,"AC Shoulder Restoration, Longitudinal Subdrains",,,
shoulder_restoration,2,broad_treatment_group + treatment_label,"AC Shoulder Restoration, Other, PCC Slab Replacement",,,
shoulder_restoration,1,broad_treatment_group + treatment_label,"AC Shoulder Restoration, PCC Slab Replacement",,,
shoulder_restoration,1,broad_treatment_group + treatment_label,"Other, PCC Shoulder Replacement",,,
shoulder_restoration,1,broad_treatment_group + treatment_label,PCC Shoulder Replacement,,,
unknown,2840,broad_treatment_group + treatment_label,,,,
asphalt_overlay,2,broad_treatment_group + event_year,,1988,,
asphalt_overlay,41,broad_treatment_group + event_year,,1989,,
asphalt_overlay,194,broad_treatment_group + event_year,,1990,,
asphalt_overlay,70,broad_treatment_group + event_year,,1991,,
asphalt_overlay,147,broad_treatment_group + event_year,,1992,,
asphalt_overlay,41,broad_treatment_group + event_year,,1993,,
asphalt_overlay,15,broad_treatment_group + event_year,,1994,,
asphalt_overlay,64,broad_treatment_group + event_year,,1995,,
asphalt_overlay,80,broad_treatment_group + event_year,,1996,,
asphalt_overlay,44,broad_treatment_group + event_year,,1997,,
asphalt_overlay,65,broad_treatment_group + event_year,,1998,,
asphalt_overlay,23,broad_treatment_group + event_year,,1999,,
asphalt_overlay,22,broad_treatment_group + event_year,,2000,,
asphalt_overlay,51,broad_treatment_group + event_year,,2001,,
asphalt_overlay,45,broad_treatment_group + event_year,,2002,,
asphalt_overlay,30,broad_treatment_group + event_year,,2003,,
asphalt_overlay,1,broad_treatment_group + event_year,,2004,,
asphalt_overlay,1,broad_treatment_group + event_year,,2005,,
asphalt_overlay,2,broad_treatment_group + event_year,,2007,,
asphalt_overlay,1,broad_treatment_group + event_year,,2008,,
asphalt_overlay,7,broad_treatment_group + event_year,,2009,,
asphalt_overlay,14,broad_treatment_group + event_year,,2010,,
asphalt_overlay,46,broad_treatment_group + event_year,,2011,,
asphalt_overlay,44,broad_treatment_group + event_year,,2012,,
asphalt_overlay,31,broad_treatment_group + event_year,,2013,,
asphalt_overlay,39,broad_treatment_group + event_year,,2014,,
asphalt_overlay,42,broad_treatment_group + event_year,,2015,,
asphalt_overlay,44,broad_treatment_group + event_year,,2016,,
asphalt_overlay,13,broad_treatment_group + event_year,,2017,,
crack_sealing,5,broad_treatment_group + event_year,,1988,,
crack_sealing,9,broad_treatment_group + event_year,,1989,,
crack_sealing,199,broad_treatment_group + event_year,,1990,,
crack_sealing,106,broad_treatment_group + event_year,,1991,,
crack_sealing,61,broad_treatment_group + event_year,,1992,,
crack_sealing,41,broad_treatment_group + event_year,,1993,,
crack_sealing,32,broad_treatment_group + event_year,,1994,,
crack_sealing,60,broad_treatment_group + event_year,,1995,,
crack_sealing,41,broad_treatment_group + event_year,,1996,,
crack_sealing,71,broad_treatment_group + event_year,,1997,,
crack_sealing,80,broad_treatment_group + event_year,,1998,,
crack_sealing,56,broad_treatment_group + event_year,,1999,,
crack_sealing,72,broad_treatment_group + event_year,,2000,,
crack_sealing,84,broad_treatment_group + event_year,,2001,,
crack_sealing,69,broad_treatment_group + event_year,,2002,,
crack_sealing,61,broad_treatment_group + event_year,,2003,,
crack_sealing,47,broad_treatment_group + event_year,,2004,,
crack_sealing,20,broad_treatment_group + event_year,,2005,,
crack_sealing,30,broad_treatment_group + event_year,,2006,,
crack_sealing,30,broad_treatment_group + event_year,,2007,,
crack_sealing,49,broad_treatment_group + event_year,,2008,,
crack_sealing,37,broad_treatment_group + event_year,,2009,,
crack_sealing,11,broad_treatment_group + event_year,,2010,,
crack_sealing,14,broad_treatment_group + event_year,,2011,,
crack_sealing,18,broad_treatment_group + event_year,,2012,,
crack_sealing,23,broad_treatment_group + event_year,,2013,,
crack_sealing,4,broad_treatment_group + event_year,,2014,,
crack_sealing,22,broad_treatment_group + event_year,,2015,,
crack_sealing,8,broad_treatment_group + event_year,,2016,,
crack_sealing,1,broad_treatment_group + event_year,,2017,,
crack_sealing,13,broad_treatment_group + event_year,,2018,,
crack_sealing,11,broad_treatment_group + event_year,,2019,,
crack_sealing,8,broad_treatment_group + event_year,,2020,,
crack_sealing,4,broad_treatment_group + event_year,,2021,,
crack_sealing,12,broad_treatment_group + event_year,,2024,,
grinding,1,broad_treatment_group + event_year,,1989,,
grinding,2,broad_treatment_group + event_year,,1990,,
grinding,2,broad_treatment_group + event_year,,1991,,
grinding,3,broad_treatment_group + event_year,,1992,,
grinding,3,broad_treatment_group + event_year,,1993,,
grinding,4,broad_treatment_group + event_year,,1995,,
grinding,6,broad_treatment_group + event_year,,1996,,
grinding,7,broad_treatment_group + event_year,,1997,,
grinding,10,broad_treatment_group + event_year,,1998,,
grinding,2,broad_treatment_group + event_year,,1999,,
grinding,26,broad_treatment_group + event_year,,2000,,
grinding,1,broad_treatment_group + event_year,,2001,,
grinding,3,broad_treatment_group + event_year,,2002,,
grinding,2,broad_treatment_group + event_year,,2003,,
grinding,1,broad_treatment_group + event_year,,2004,,
grinding,3,broad_treatment_group + event_year,,2005,,
grinding,1,broad_treatment_group + event_year,,2006,,
grinding,5,broad_treatment_group + event_year,,2007,,
grinding,4,broad_treatment_group + event_year,,2008,,
grinding,5,broad_treatment_group + event_year,,2009,,
grinding,4,broad_treatment_group + event_year,,2010,,
grinding,18,broad_treatment_group + event_year,,2011,,
grinding,1,broad_treatment_group + event_year,,2012,,
grinding,5,broad_treatment_group + event_year,,2013,,
grinding,3,broad_treatment_group + event_year,,2014,,
grinding,2,broad_treatment_group + event_year,,2015,,
other_maintenance,1,broad_treatment_group + event_year,,1992,,
patching,1,broad_treatment_group + event_year,,1988,,
patching,11,broad_treatment_group + event_year,,1989,,
patching,49,broad_treatment_group + event_year,,1990,,
patching,46,broad_treatment_group + event_year,,1991,,
patching,78,broad_treatment_group + event_year,,1992,,
patching,64,broad_treatment_group + event_year,,1993,,
patching,72,broad_treatment_group + event_year,,1994,,
patching,75,broad_treatment_group + event_year,,1995,,
patching,76,broad_treatment_group + event_year,,1996,,
patching,59,broad_treatment_group + event_year,,1997,,
patching,89,broad_treatment_group + event_year,,1998,,
patching,110,broad_treatment_group + event_year,,1999,,
patching,58,broad_treatment_group + event_year,,2000,,
patching,124,broad_treatment_group + event_year,,2001,,
patching,67,broad_treatment_group + event_year,,2002,,
patching,102,broad_treatment_group + event_year,,2003,,
patching,82,broad_treatment_group + event_year,,2004,,
patching,54,broad_treatment_group + event_year,,2005,,
patching,57,broad_treatment_group + event_year,,2006,,
patching,20,broad_treatment_group + event_year,,2007,,
patching,60,broad_treatment_group + event_year,,2008,,
patching,26,broad_treatment_group + event_year,,2009,,
patching,24,broad_treatment_group + event_year,,2010,,
patching,43,broad_treatment_group + event_year,,2011,,
patching,25,broad_treatment_group + event_year,,2012,,
patching,25,broad_treatment_group + event_year,,2013,,
patching,37,broad_treatment_group + event_year,,2014,,
patching,16,broad_treatment_group + event_year,,2015,,
patching,27,broad_treatment_group + event_year,,2016,,
patching,7,broad_treatment_group + event_year,,2017,,
patching,8,broad_treatment_group + event_year,,2018,,
patching,15,broad_treatment_group + event_year,,2019,,
patching,24,broad_treatment_group + event_year,,2020,,
patching,1,broad_treatment_group + event_year,,2021,,
patching,7,broad_treatment_group + event_year,,2023,,
reconstruction_or_major_rehab,2,broad_treatment_group + event_year,,1988,,
reconstruction_or_major_rehab,3,broad_treatment_group + event_year,,1989,,
reconstruction_or_major_rehab,10,broad_treatment_group + event_year,,1990,,
reconstruction_or_major_rehab,6,broad_treatment_group + event_year,,1991,,
reconstruction_or_major_rehab,9,broad_treatment_group + event_year,,1992,,
reconstruction_or_major_rehab,7,broad_treatment_group + event_year,,1993,,
reconstruction_or_major_rehab,2,broad_treatment_group + event_year,,1994,,
reconstruction_or_major_rehab,2,broad_treatment_group + event_year,,1995,,
reconstruction_or_major_rehab,3,broad_treatment_group + event_year,,1997,,
reconstruction_or_major_rehab,1,broad_treatment_group + event_year,,1998,,
reconstruction_or_major_rehab,3,broad_treatment_group + event_year,,1999,,
reconstruction_or_major_rehab,1,broad_treatment_group + event_year,,2000,,
reconstruction_or_major_rehab,1,broad_treatment_group + event_year,,2001,,
reconstruction_or_major_rehab,2,broad_treatment_group + event_year,,2002,,
reconstruction_or_major_rehab,4,broad_treatment_group + event_year,,2004,,
reconstruction_or_major_rehab,1,broad_treatment_group + event_year,,2005,,
reconstruction_or_major_rehab,2,broad_treatment_group + event_year,,2011,,
reconstruction_or_major_rehab,1,broad_treatment_group + event_year,,2012,,
reconstruction_or_major_rehab,1,broad_treatment_group + event_year,,2014,,
reconstruction_or_major_rehab,5,broad_treatment_group + event_year,,2019,,
seal_coat,6,broad_treatment_group + event_year,,1988,,
seal_coat,6,broad_treatment_group + event_year,,1989,,
seal_coat,207,broad_treatment_group + event_year,,1990,,
seal_coat,17,broad_treatment_group + event_year,,1991,,
seal_coat,14,broad_treatment_group + event_year,,1992,,
seal_coat,6,broad_treatment_group + event_year,,1993,,
seal_coat,6,broad_treatment_group + event_year,,1994,,
seal_coat,17,broad_treatment_group + event_year,,1995,,
seal_coat,13,broad_treatment_group + event_year,,1996,,
seal_coat,11,broad_treatment_group + event_year,,1997,,
seal_coat,22,broad_treatment_group + event_year,,1998,,
seal_coat,12,broad_treatment_group + event_year,,1999,,
seal_coat,17,broad_treatment_group + event_year,,2000,,
seal_coat,13,broad_treatment_group + event_year,,2001,,
seal_coat,17,broad_treatment_group + event_year,,2002,,
seal_coat,24,broad_treatment_group + event_year,,2003,,
seal_coat,35,broad_treatment_group + event_year,,2004,,
seal_coat,6,broad_treatment_group + event_year,,2005,,
seal_coat,1,broad_treatment_group + event_year,,2006,,
seal_coat,7,broad_treatment_group + event_year,,2007,,
seal_coat,7,broad_treatment_group + event_year,,2008,,
seal_coat,13,broad_treatment_group + event_year,,2009,,
seal_coat,2,broad_treatment_group + event_year,,2010,,
seal_coat,9,broad_treatment_group + event_year,,2011,,
seal_coat,2,broad_treatment_group + event_year,,2012,,
seal_coat,2,broad_treatment_group + event_year,,2013,,
seal_coat,7,broad_treatment_group + event_year,,2014,,
seal_coat,10,broad_treatment_group + event_year,,2015,,
seal_coat,3,broad_treatment_group + event_year,,2016,,
seal_coat,1,broad_treatment_group + event_year,,2018,,
seal_coat,6,broad_treatment_group + event_year,,2020,,
shoulder_restoration,1,broad_treatment_group + event_year,,1989,,
shoulder_restoration,7,broad_treatment_group + event_year,,1990,,
shoulder_restoration,2,broad_treatment_group + event_year,,1991,,
shoulder_restoration,10,broad_treatment_group + event_year,,1992,,
shoulder_restoration,2,broad_treatment_group + event_year,,1993,,
shoulder_restoration,1,broad_treatment_group + event_year,,1994,,
shoulder_restoration,3,broad_treatment_group + event_year,,1995,,
shoulder_restoration,5,broad_treatment_group + event_year,,1996,,
shoulder_restoration,17,broad_treatment_group + event_year,,1997,,
shoulder_restoration,9,broad_treatment_group + event_year,,1998,,
shoulder_restoration,3,broad_treatment_group + event_year,,1999,,
shoulder_restoration,3,broad_treatment_group + event_year,,2000,,
shoulder_restoration,7,broad_treatment_group + event_year,,2001,,
shoulder_restoration,5,broad_treatment_group + event_year,,2002,,
shoulder_restoration,3,broad_treatment_group + event_year,,2003,,
shoulder_restoration,1,broad_treatment_group + event_year,,2004,,
shoulder_restoration,2,broad_treatment_group + event_year,,2005,,
shoulder_restoration,1,broad_treatment_group + event_year,,2009,,
shoulder_restoration,2,broad_treatment_group + event_year,,2010,,
shoulder_restoration,1,broad_treatment_group + event_year,,2011,,
shoulder_restoration,2,broad_treatment_group + event_year,,2012,,
shoulder_restoration,12,broad_treatment_group + event_year,,2013,,
shoulder_restoration,7,broad_treatment_group + event_year,,2016,,
shoulder_restoration,11,broad_treatment_group + event_year,,2017,,
unknown,1159,broad_treatment_group + event_year,,1987,,
unknown,459,broad_treatment_group + event_year,,1988,,
unknown,132,broad_treatment_group + event_year,,1989,,
unknown,102,broad_treatment_group + event_year,,1990,,
unknown,93,broad_treatment_group + event_year,,1991,,
unknown,189,broad_treatment_group + event_year,,1992,,
unknown,183,broad_treatment_group + event_year,,1993,,
unknown,106,broad_treatment_group + event_year,,1994,,
unknown,130,broad_treatment_group + event_year,,1995,,
unknown,52,broad_treatment_group + event_year,,1996,,
unknown,87,broad_treatment_group + event_year,,1997,,
unknown,30,broad_treatment_group + event_year,,1998,,
unknown,26,broad_treatment_group + event_year,,1999,,
unknown,1,broad_treatment_group + event_year,,2000,,
unknown,1,broad_treatment_group + event_year,,2003,,
unknown,2,broad_treatment_group + event_year,,2010,,
unknown,1,broad_treatment_group + event_year,,2011,,
unknown,1,broad_treatment_group + event_year,,2012,,
unknown,26,broad_treatment_group + event_year,,2014,,
unknown,27,broad_treatment_group + event_year,,2015,,
unknown,33,broad_treatment_group + event_year,,2016,,
asphalt_overlay,29,broad_treatment_group + state_name,,,Alabama,
asphalt_overlay,3,broad_treatment_group + state_name,,,Alaska,
asphalt_overlay,76,broad_treatment_group + state_name,,,Arizona,
asphalt_overlay,5,broad_treatment_group + state_name,,,Arkansas,
asphalt_overlay,61,broad_treatment_group + state_name,,,California,
asphalt_overlay,22,broad_treatment_group + state_name,,,Colorado,
asphalt_overlay,11,broad_treatment_group + state_name,,,Connecticut,
asphalt_overlay,19,broad_treatment_group + state_name,,,Delaware,
asphalt_overlay,1,broad_treatment_group + state_name,,,District of Columbia,
asphalt_overlay,51,broad_treatment_group + state_name,,,Florida,
asphalt_overlay,20,broad_treatment_group + state_name,,,Georgia,
asphalt_overlay,8,broad_treatment_group + state_name,,,Idaho,
asphalt_overlay,26,broad_treatment_group + state_name,,,Illinois,
asphalt_overlay,47,broad_treatment_group + state_name,,,Indiana,
asphalt_overlay,22,broad_treatment_group + state_name,,,Iowa,
asphalt_overlay,21,broad_treatment_group + state_name,,,Kansas,
asphalt_overlay,2,broad_treatment_group + state_name,,,Kentucky,
asphalt_overlay,20,broad_treatment_group + state_name,,,Louisiana,
asphalt_overlay,13,broad_treatment_group + state_name,,,Maine,
asphalt_overlay,27,broad_treatment_group + state_name,,,Maryland,
asphalt_overlay,3,broad_treatment_group + state_name,,,Massachusetts,
asphalt_overlay,28,broad_treatment_group + state_name,,,Michigan,
asphalt_overlay,36,broad_treatment_group + state_name,,,Minnesota,
asphalt_overlay,24,broad_treatment_group + state_name,,,Mississippi,
asphalt_overlay,60,broad_treatment_group + state_name,,,Missouri,
asphalt_overlay,36,broad_treatment_group + state_name,,,Montana,
asphalt_overlay,10,broad_treatment_group + state_name,,,Nebraska,
asphalt_overlay,13,broad_treatment_group + state_name,,,Nevada,
asphalt_overlay,2,broad_treatment_group + state_name,,,New Hampshire,
asphalt_overlay,21,broad_treatment_group + state_name,,,New Jersey,
asphalt_overlay,26,broad_treatment_group + state_name,,,New Mexico,
asphalt_overlay,6,broad_treatment_group + state_name,,,New York,
asphalt_overlay,34,broad_treatment_group + state_name,,,North Carolina,
asphalt_overlay,17,broad_treatment_group + state_name,,,Ohio,
asphalt_overlay,49,broad_treatment_group + state_name,,,Oklahoma,
asphalt_overlay,12,broad_treatment_group + state_name,,,Oregon,
asphalt_overlay,18,broad_treatment_group + state_name,,,Pennsylvania,
asphalt_overlay,1,broad_treatment_group + state_name,,,Rhode Island,
asphalt_overlay,1,broad_treatment_group + state_name,,,South Carolina,
asphalt_overlay,28,broad_treatment_group + state_name,,,South Dakota,
asphalt_overlay,11,broad_treatment_group + state_name,,,State 81,
asphalt_overlay,4,broad_treatment_group + state_name,,,State 82,
asphalt_overlay,18,broad_treatment_group + state_name,,,State 83,
asphalt_overlay,3,broad_treatment_group + state_name,,,State 84,
asphalt_overlay,1,broad_treatment_group + state_name,,,State 86,
asphalt_overlay,23,broad_treatment_group + state_name,,,State 87,
asphalt_overlay,20,broad_treatment_group + state_name,,,State 89,
asphalt_overlay,6,broad_treatment_group + state_name,,,State 90,
asphalt_overlay,24,broad_treatment_group + state_name,,,Tennessee,
asphalt_overlay,76,broad_treatment_group + state_name,,,Texas,
asphalt_overlay,8,broad_treatment_group + state_name,,,Utah,
asphalt_overlay,6,broad_treatment_group + state_name,,,Vermont,
asphalt_overlay,28,broad_treatment_group + state_name,,,Virginia,
asphalt_overlay,21,broad_treatment_group + state_name,,,Washington,
asphalt_overlay,6,broad_treatment_group + state_name,,,West Virginia,
asphalt_overlay,41,broad_treatment_group + state_name,,,Wisconsin,
asphalt_overlay,14,broad_treatment_group + state_name,,,Wyoming,
crack_sealing,12,broad_treatment_group + state_name,,,Alabama,
crack_sealing,5,broad_treatment_group + state_name,,,Alaska,
crack_sealing,75,broad_treatment_group + state_name,,,Arizona,
crack_sealing,48,broad_treatment_group + state_name,,,Arkansas,
crack_sealing,117,broad_treatment_group + state_name,,,California,
crack_sealing,34,broad_treatment_group + state_name,,,Colorado,
crack_sealing,11,broad_treatment_group + state_name,,,Connecticut,
crack_sealing,11,broad_treatment_group + state_name,,,Delaware,
crack_sealing,6,broad_treatment_group + state_name,,,Florida,
crack_sealing,8,broad_treatment_group + state_name,,,Georgia,
crack_sealing,8,broad_treatment_group + state_name,,,Idaho,
crack_sealing,28,broad_treatment_group + state_name,,,Illinois,
crack_sealing,48,broad_treatment_group + state_name,,,Indiana,
crack_sealing,57,broad_treatment_group + state_name,,,Iowa,
crack_sealing,50,broad_treatment_group + state_name,,,Kansas,
crack_sealing,11,broad_treatment_group + state_name,,,Kentucky,
crack_sealing,10,broad_treatment_group + state_name,,,Maine,
crack_sealing,4,broad_treatment_group + state_name,,,Maryland,
crack_sealing,6,broad_treatment_group + state_name,,,Massachusetts,
crack_sealing,50,broad_treatment_group + state_name,,,Michigan,
crack_sealing,29,broad_treatment_group + state_name,,,Minnesota,
crack_sealing,3,broad_treatment_group + state_name,,,Mississippi,
crack_sealing,89,broad_treatment_group + state_name,,,Missouri,
crack_sealing,60,broad_treatment_group + state_name,,,Montana,
crack_sealing,32,broad_treatment_group + state_name,,,Nebraska,
crack_sealing,55,broad_treatment_group + state_name,,,Nevada,
crack_sealing,1,broad_treatment_group + state_name,,,New Hampshire,
crack_sealing,3,broad_treatment_group + state_name,,,New Jersey,
crack_sealing,2,broad_treatment_group + state_name,,,New Mexico,
crack_sealing,8,broad_treatment_group + state_name,,,New York,
crack_sealing,12,broad_treatment_group + state_name,,,North Carolina,
crack_sealing,49,broad_treatment_group + state_name,,,North Dakota,
crack_sealing,17,broad_treatment_group + state_name,,,Ohio,
crack_sealing,19,broad_treatment_group + state_name,,,Oklahoma,
crack_sealing,4,broad_treatment_group + state_name,,,Oregon,
crack_sealing,35,broad_treatment_group + state_name,,,Pennsylvania,
crack_sealing,1,broad_treatment_group + state_name,,,Rhode Island,
crack_sealing,1,broad_treatment_group + state_name,,,South Carolina,
crack_sealing,35,broad_treatment_group + state_name,,,South Dakota,
crack_sealing,4,broad_treatment_group + state_name,,,State 72,
crack_sealing,17,broad_treatment_group + state_name,,,State 81,
crack_sealing,1,broad_treatment_group + state_name,,,State 82,
crack_sealing,34,broad_treatment_group + state_name,,,State 83,
crack_sealing,1,broad_treatment_group + state_name,,,State 84,
crack_sealing,1,broad_treatment_group + state_name,,,State 85,
crack_sealing,9,broad_treatment_group + state_name,,,State 87,
crack_sealing,6,broad_treatment_group + state_name,,,State 88,
crack_sealing,3,broad_treatment_group + state_name,,,State 89,
crack_sealing,4,broad_treatment_group + state_name,,,State 90,
crack_sealing,17,broad_treatment_group + state_name,,,Tennessee,
crack_sealing,81,broad_treatment_group + state_name,,,Texas,
